,price,city,kms_driven,owner,age,power,brand
2129,70000.0,Bangalore,9500.0,1.0,5.0,150.0,Yamaha
2130,46000.0,Noida,28700.0,2.0,6.0,150.0,Yamaha
2131,38000.0,Faridabad,13170.0,1.0,3.0,100.0,Bajaj
2132,45000.0,Bangalore,45000.0,1.0,6.0,150.0,Suzuki
2133,25000.0,Navi Mumbai,26000.0,2.0,12.0,150.0,Yamaha
2134,187000.0,Delhi,14800.0,1.0,3.0,310.0,TVS
2135,185000.0,Pune,14870.0,1.0,3.0,310.0,TVS
2136,35000.0,Pune,33172.0,1.0,8.0,100.0,Hero
2137,57000.0,Pune,6518.0,1.0,2.0,110.0,Honda
2138,123000.0,Pune,5319.0,1.0,3.0,200.0,Bajaj
2139,20400.0,Jhansi,26000.0,1.0,8.0,100.0,Bajaj
2140,23000.0,Delhi,32000.0,1.0,8.0,100.0,Bajaj
2141,37000.0,Delhi,25000.0,1.0,7.0,150.0,Yamaha
2142,71000.0,Delhi,11000.0,2.0,10.0,350.0,Royal Enfield
2143,70000.0,Delhi,7000.0,2.0,3.0,180.0,TVS
2144,32000.0,Pune,30042.0,1.0,10.0,180.0,Bajaj
2145,62700.0,Mumbai,5678.0,,9.0,250.0,Honda
2146,85990.0,Raipur,19000.0,4.0,37.0,350.0,Royal Enfield
2147,46000.0,Pune,39000.0,2.0,10.0,150.0,Hero
2148,135000.0,Gurgaon,19926.0,2.0,7.0,500.0,Royal Enfield
2149,16500.0,Mumbai,26835.0,1.0,15.0,125.0,Honda
2150,65000.0,Mumbai,15000.0,1.0,4.0,160.0,Honda
2151,55555.0,Navsari,9600.0,1.0,3.0,110.0,Hero
2157,1170000.0,Pune,31500.0,1.0,5.0,800.0,Triumph
2158,150000.0,Herbertpur,15000.0,1.0,9.0,500.0,Royal Enfield
2159,152200.0,Kolkata,7000.0,1.0,2.0,200.0,KTM
2160,124999.0,Faridabad,15000.0,1.0,5.0,410.0,Royal Enfield
2161,180500.0,Jamshedpur,2200.0,1.0,3.0,310.0,TVS
2162,42000.0,Pune,20675.0,1.0,7.0,125.0,Honda
2164,939200.0,Bangalore,5700.0,1.0,3.0,883.0,Harley-Davidson
2167,19000.0,Jodhpur,33018.0,1.0,9.0,100.0,Hero
2168,96100.0,Chennai,9800.0,1.0,6.0,350.0,Royal Enfield
2169,40000.0,Chennai,31003.0,1.0,7.0,150.0,Yamaha
2170,120000.0,Kanpur,15000.0,1.0,5.0,350.0,Royal Enfield
2171,46300.0,Ramanagar,32000.0,2.0,6.0,200.0,Bajaj
2172,799999.0,Gurgaon,16000.0,1.0,11.0,1000.0,Honda
2173,39000.0,Faridabad,8491.0,1.0,2.0,100.0,Bajaj
2174,73200.0,Mumbai,25000.0,1.0,2.0,125.0,Honda
2177,39000.0,Pune,49073.0,1.0,5.0,180.0,Bajaj
2178,65000.0,Thane,2164.0,1.0,4.0,220.0,Bajaj
2179,31000.0,Faridabad,12315.0,1.0,5.0,150.0,Bajaj
2180,98600.0,Mumbai,15500.0,1.0,6.0,200.0,KTM
2181,20000.0,Ahmedabad,37734.0,1.0,10.0,100.0,Bajaj
2182,46500.0,Ahmedabad,30600.0,2.0,9.0,150.0,Yamaha
2183,27000.0,Chandigarh,15200.0,1.0,6.0,110.0,Mahindra
2184,135000.0,Chennai,7840.0,1.0,3.0,250.0,KTM
2185,43500.0,Jaipur,18346.0,1.0,2.0,110.0,Bajaj
2186,75000.0,Delhi,25754.0,1.0,7.0,390.0,KTM
2188,90000.0,Mumbai,30000.0,1.0,7.0,390.0,KTM
2189,35000.0,Jalandhar,53000.0,1.0,4.0,100.0,Hero
2190,67000.0,Delhi,45000.0,1.0,10.0,350.0,Royal Enfield
2192,710000.0,Berhampur,14500.0,1.0,3.0,900.0,Kawasaki
2197,55000.0,Kolkata,29000.0,1.0,7.0,220.0,Bajaj
2198,100000.0,Solapur,6500.0,1.0,5.0,150.0,Honda
2199,32702.0,Ernakulam,12356.0,1.0,4.0,125.0,Honda
2200,23000.0,Delhi,11565.0,1.0,9.0,223.0,Hero
2201,60000.0,Thane,15000.0,1.0,6.0,220.0,Bajaj
2202,450000.0,Mumbai,13000.0,1.0,5.0,600.0,Benelli
2203,92500.0,Mumbai,21407.0,2.0,5.0,410.0,Royal Enfield
2204,30000.0,Bangalore,54500.0,1.0,9.0,160.0,TVS
2205,10000.0,Ghaziabad,61145.0,2.0,10.0,100.0,Hero
2206,99000.0,Gurgaon,17750.0,1.0,6.0,535.0,Royal Enfield
2207,61000.0,Kolkata,12050.0,1.0,5.0,160.0,Honda
2208,120000.0,Vadodara,32000.0,1.0,5.0,350.0,Royal Enfield
2209,30000.0,Surat,38385.0,1.0,11.0,125.0,Hero
2210,73000.0,Delhi,7000.0,1.0,9.0,200.0,KTM
2212,34000.0,Mumbai,20812.0,1.0,5.0,110.0,Honda
2213,23000.0,Durg,50000.0,1.0,11.0,100.0,Hero
2214,80000.0,Hyderabad,4500.0,1.0,3.0,160.0,Honda
2215,15000.0,Udaipur,90000.0,1.0,16.0,100.0,Hero
2216,30000.0,Chennai,44000.0,1.0,7.0,100.0,Hero
2217,70500.0,Chennai,15600.0,1.0,4.0,150.0,Bajaj
2218,15000.0,Thane,10000.0,1.0,16.0,100.0,Hero
2219,120000.0,Thane,15000.0,1.0,4.0,200.0,KTM
2220,89000.0,Vijayawada,600.0,1.0,3.0,200.0,Bajaj
2221,15000.0,Ahmedabad,34710.0,,14.0,150.0,Bajaj
2222,160000.0,Delhi,13400.0,1.0,4.0,390.0,KTM
2223,95000.0,Delhi,8200.0,2.0,6.0,200.0,KTM
2224,14000.0,Ghaziabad,79305.0,1.0,11.0,150.0,Hero
2225,125000.0,Pune,10312.0,1.0,4.0,410.0,Royal Enfield
2226,58742.0,Delhi,11068.0,1.0,3.0,200.0,TVS
2227,102500.0,Ludhiana,16771.0,1.0,6.0,350.0,Royal Enfield
2228,280000.0,Mumbai,5000.0,1.0,2.0,650.0,Royal Enfield
2229,230000.0,Delhi,7800.0,1.0,8.0,650.0,Hyosung
2230,82000.0,Mumbai,3500.0,1.0,4.0,160.0,Bajaj
2231,46000.0,Chennai,7840.0,1.0,5.0,150.0,Bajaj
2232,90600.0,Gurgaon,8970.0,1.0,4.0,250.0,Honda
2233,81100.0,Faridabad,21000.0,1.0,7.0,350.0,Royal Enfield
2234,30000.0,Pune,19976.0,1.0,11.0,100.0,Hero
2235,29500.0,Mumbai,25000.0,1.0,7.0,100.0,Bajaj
2236,185000.0,Chennai,17000.0,1.0,3.0,310.0,TVS
2243,34500.0,Mumbai,25341.0,1.0,8.0,135.0,Bajaj
2244,550000.0,Bangalore,25536.0,1.0,7.0,865.0,Triumph
2247,62000.0,Pune,17100.0,1.0,4.0,160.0,Honda
2253,90950.0,Hyderabad,26100.0,1.0,7.0,500.0,Royal Enfield
2254,70000.0,Godhara,26000.0,1.0,8.0,150.0,Honda
2255,115000.0,Mumbai,14900.0,1.0,5.0,500.0,Royal Enfield
2256,36500.0,Chennai,10658.0,1.0,5.0,100.0,Hero
2258,42000.0,Faridabad,9396.0,1.0,3.0,125.0,Honda
2259,120000.0,Bangalore,20000.0,1.0,5.0,410.0,Royal Enfield
2260,32000.0,Pune,20925.0,1.0,9.0,100.0,Hero
2261,24000.0,Gurgaon,23244.0,1.0,5.0,110.0,TVS
2262,25000.0,Gurgaon,46411.0,1.0,6.0,125.0,Hero
2263,499000.0,Mumbai,8000.0,1.0,2.0,650.0,Kawasaki
2264,600000.0,Faridabad,152.0,1.0,5.0,1000.0,Yamaha
2265,85000.0,Mumbai,300.0,,24.0,135.0,Yamaha
2266,250000.0,Jalandhar,12000.0,1.0,4.0,302.0,Benelli
2267,500000.0,Coimbatore,182.0,1.0,3.0,900.0,Kawasaki
2268,35999.0,Ahmedabad,16000.0,1.0,5.0,180.0,TVS
2269,130000.0,Bangalore,15000.0,1.0,4.0,400.0,Bajaj
2270,25000.0,Satara,15000.0,1.0,5.0,100.0,Hero
2271,54000.0,Surat,7658.0,1.0,4.0,125.0,Honda
2272,395000.0,Mumbai,2500.0,2.0,4.0,750.0,Harley-Davidson
2273,35000.0,Delhi,14400.0,1.0,8.0,160.0,TVS
2274,82800.0,Jaipur,6500.0,1.0,3.0,150.0,Yamaha
2275,28500.0,Ahmedabad,26452.0,1.0,10.0,220.0,Bajaj
2276,151300.0,Sonipat,14000.0,1.0,2.0,350.0,Royal Enfield
2277,131000.0,Murad Nagar,8700.0,1.0,4.0,410.0,Royal Enfield
2278,40000.0,Pune,50000.0,1.0,12.0,150.0,Yamaha
2279,126000.0,Bangalore,22000.0,1.0,3.0,300.0,Mahindra
2280,100000.0,Ahmedabad,33500.0,1.0,5.0,350.0,Royal Enfield
2281,120000.0,Mumbai,22000.0,1.0,5.0,350.0,Royal Enfield
2282,20300.0,Jhansi,28000.0,2.0,6.0,125.0,Bajaj
2283,156000.0,Pune,6517.0,1.0,2.0,350.0,Royal Enfield
2284,800000.0,Varanasi,300.0,1.0,6.0,1000.0,Honda
2285,28000.0,Patna,61000.0,2.0,13.0,150.0,Hero
2286,500000.0,Solapur,8000.0,2.0,14.0,600.0,Honda
2287,29156.0,Gurgaon,20127.0,1.0,4.0,150.0,Bajaj
2288,1220000.0,Pune,4400.0,2.0,5.0,959.0,Ducati
2289,56000.0,Ahmednagar,42500.0,1.0,6.0,220.0,Bajaj
2290,68000.0,Bangalore,17000.0,1.0,5.0,150.0,Yamaha
2291,625000.0,Delhi,3000.0,1.0,4.0,797.0,Ducati
2292,680000.0,Ahmedabad,16000.0,1.0,10.0,1200.0,Ducati
2293,24000.0,Ludhiana,15500.0,1.0,11.0,100.0,Hero
2294,700000.0,Aurangabad,183.0,1.0,3.0,1000.0,Suzuki
2295,180800.0,Bagalkot,32000.0,1.0,4.0,390.0,KTM
2296,30000.0,Pune,24936.0,1.0,10.0,125.0,Honda
2297,28000.0,Pune,6231.0,1.0,11.0,125.0,Honda
2298,20100.0,Chennai,66000.0,1.0,12.0,100.0,Hero
2299,10000.0,Chennai,646000.0,1.0,24.0,100.0,Hero
2300,950000.0,Mumbai,312.0,1.0,8.0,1300.0,Suzuki
2301,1250000.0,Chandrapur,3800.0,1.0,7.0,1300.0,Suzuki
2302,19542.0,Jaipur,56592.0,1.0,9.0,160.0,TVS
2303,22800.0,Delhi,19800.0,1.0,8.0,110.0,Honda
2304,101100.0,Delhi,14000.0,1.0,6.0,350.0,Royal Enfield
2305,32000.0,Gurgaon,19000.0,1.0,4.0,110.0,Hero
2306,30000.0,Gurgaon,26000.0,1.0,4.0,100.0,Hero
2307,27500.0,Hyderabad,76000.0,1.0,10.0,150.0,Yamaha
2308,35000.0,Mumbai,9000.0,2.0,6.0,160.0,Honda
2309,125000.0,Delhi,1500.0,1.0,2.0,150.0,Yamaha
2310,66200.0,Delhi,3400.0,1.0,10.0,500.0,Royal Enfield
2311,50900.0,Kolkata,38800.0,1.0,5.0,220.0,Bajaj
2312,335000.0,Bangalore,3700.0,1.0,4.0,250.0,Hyosung
2318,575000.0,Delhi,6000.0,1.0,4.0,899.0,Benelli
2319,135000.0,Bangalore,14171.0,1.0,3.0,350.0,Royal Enfield
2320,39000.0,Jaipur,20700.0,1.0,5.0,100.0,Hero
2321,33000.0,Jaipur,22518.0,1.0,5.0,100.0,Hero
2324,47500.0,Mumbai,38311.0,2.0,4.0,180.0,TVS
2325,92000.0,Mumbai,4500.0,1.0,2.0,200.0,TVS
2326,84300.0,Hyderabad,15000.0,1.0,8.0,200.0,KTM
2327,85000.0,Gurgaon,10000.0,1.0,6.0,350.0,Royal Enfield
2328,120000.0,Hyderabad,15000.0,1.0,5.0,410.0,Royal Enfield
2329,53900.0,Mumbai,25000.0,1.0,5.0,220.0,Bajaj
2330,18000.0,Bangalore,28000.0,2.0,12.0,150.0,Yamaha
2331,94836.0,Jamtara,8000.0,1.0,5.0,535.0,Royal Enfield
2332,265000.0,Delhi,8500.0,1.0,2.0,650.0,Royal Enfield
2333,70000.0,Noida,17000.0,1.0,5.0,220.0,Bajaj
2334,380000.0,Chennai,30000.0,1.0,9.0,796.0,Ducati
2336,69000.0,Bangalore,62000.0,1.0,9.0,150.0,Honda
2337,24000.0,Delhi,14000.0,1.0,11.0,150.0,Yamaha
2344,68000.0,Bangalore,14497.0,1.0,5.0,200.0,TVS
2345,145000.0,Mumbai,12000.0,1.0,3.0,350.0,Royal Enfield
2346,24000.0,Delhi,25683.0,1.0,9.0,100.0,Hero
2347,21000.0,Delhi,22000.0,1.0,11.0,110.0,Honda
2348,36000.0,Delhi,17225.0,1.0,4.0,100.0,Hero
2349,48000.0,Chennai,7119.0,1.0,2.0,110.0,Honda
2350,92000.0,Pune,17400.0,1.0,9.0,350.0,Royal Enfield
2351,98000.0,Chennai,19033.0,1.0,5.0,350.0,Royal Enfield
2352,19500.0,Ludhiana,45000.0,1.0,11.0,100.0,Hero
2353,17000.0,Ludhiana,45000.0,1.0,9.0,100.0,Bajaj
2354,50000.0,Bangalore,28000.0,1.0,7.0,150.0,Yamaha
2355,20000.0,Ahmedabad,36000.0,1.0,10.0,150.0,Bajaj
2356,205000.0,Delhi,14000.0,1.0,3.0,310.0,TVS
2357,95000.0,Pune,23000.0,1.0,7.0,350.0,Royal Enfield
2358,55000.0,Pune,32011.0,1.0,11.0,150.0,Yamaha
2359,86000.0,Delhi,6000.0,1.0,3.0,180.0,TVS
2360,54000.0,Delhi,6000.0,1.0,2.0,110.0,TVS
2361,132000.0,Pune,9648.0,1.0,4.0,350.0,Royal Enfield
2362,62000.0,Pune,16128.0,1.0,4.0,150.0,Bajaj
2363,55000.0,Pune,13157.0,,5.0,220.0,Bajaj
2364,35000.0,Pune,19411.0,1.0,9.0,160.0,TVS
2371,45000.0,Gurgaon,40000.0,2.0,20.0,350.0,Royal Enfield
2372,23500.0,Delhi,8000.0,1.0,9.0,150.0,Yamaha
2389,41000.0,Delhi,20000.0,1.0,6.0,220.0,Bajaj
2390,30000.0,Bangalore,28524.0,,8.0,150.0,Honda
2391,72000.0,Pune,13000.0,1.0,3.0,180.0,Bajaj
2392,50000.0,Pune,37246.0,1.0,6.0,150.0,Yamaha
2397,107300.0,Ludhiana,2500.0,1.0,5.0,200.0,Bajaj
2399,28000.0,Pune,20108.0,1.0,10.0,100.0,Hero
2400,25000.0,Pune,22728.0,1.0,11.0,125.0,Hero
2403,540000.0,Mumbai,27000.0,1.0,4.0,883.0,Harley-Davidson
2404,120000.0,Chennai,10536.0,2.0,4.0,250.0,KTM
2405,160000.0,Delhi,2412.0,1.0,4.0,400.0,Bajaj
2406,65000.0,Bangalore,2750.0,1.0,2.0,125.0,Honda
2407,145000.0,Delhi,10800.0,2.0,6.0,250.0,Kawasaki
2408,180000.0,Uppidamangalam,180.0,1.0,4.0,300.0,Kawasaki
2409,33000.0,Delhi,25000.0,1.0,5.0,125.0,Honda
2410,106100.0,Noida,11000.0,1.0,6.0,200.0,Bajaj
2411,35000.0,Bangalore,43000.0,1.0,9.0,220.0,Bajaj
2412,175000.0,Noida,7000.0,1.0,4.0,500.0,Royal Enfield
2413,165073.0,Thrissur,18000.0,1.0,5.0,500.0,Royal Enfield
2414,13700.0,Palakkad,75000.0,1.0,16.0,150.0,Honda
2415,85000.0,Delhi,11496.0,1.0,2.0,160.0,TVS
2416,54000.0,Nalagarh,5000.0,1.0,5.0,220.0,Bajaj
2417,70000.0,Delhi,9799.0,1.0,4.0,220.0,Bajaj
2418,25000.0,Nagpur,48785.0,1.0,14.0,180.0,Bajaj
2419,9000.0,Una,42945.0,1.0,15.0,100.0,Bajaj
2420,56000.0,Bangalore,32987.0,1.0,4.0,150.0,Bajaj
2421,13000.0,Ahmedabad,45466.0,2.0,14.0,125.0,Hero
2422,80000.0,Bangalore,45380.0,1.0,6.0,200.0,Bajaj
2423,82000.0,Rohtak,30000.0,2.0,12.0,350.0,Royal Enfield
2424,190000.0,Mysore,4800.0,1.0,4.0,500.0,Royal Enfield
2425,60000.0,Thane,3500.0,1.0,6.0,220.0,Bajaj
2426,118000.0,Chennai,13500.0,1.0,5.0,350.0,Royal Enfield
2427,32500.0,Delhi,16000.0,1.0,6.0,125.0,Bajaj
2428,60600.0,Hyderabad,7200.0,1.0,6.0,220.0,Bajaj
2429,112400.0,Bangalore,12000.0,1.0,6.0,200.0,Bajaj
2430,99999.0,Bangalore,20500.0,1.0,6.0,200.0,Bajaj
2431,141500.0,Bangalore,4200.0,1.0,5.0,500.0,Royal Enfield
2432,140000.0,Rajkot,8300.0,1.0,4.0,350.0,Royal Enfield
2433,50000.0,Rajkot,14892.0,1.0,4.0,100.0,Hero
2434,75000.0,Rajkot,10000.0,1.0,5.0,220.0,Bajaj
2435,50000.0,Delhi,15000.0,1.0,5.0,150.0,Bajaj
2436,69000.0,Gandhidham,41000.0,1.0,8.0,150.0,Honda
2437,33400.0,Delhi,18300.0,1.0,6.0,150.0,Bajaj
2438,34400.0,Ghaziabad,36000.0,1.0,6.0,125.0,Honda
2439,124000.0,Mumbai,4600.0,1.0,7.0,500.0,Royal Enfield
2440,104000.0,Delhi,29100.0,1.0,7.0,350.0,Royal Enfield
2441,47000.0,Delhi,10000.0,1.0,5.0,110.0,Hero
2442,39000.0,Mumbai,36850.0,1.0,8.0,110.0,Hero
2443,100000.0,Delhi,46000.0,1.0,7.0,350.0,Royal Enfield
2444,38000.0,Gurgaon,28000.0,1.0,9.0,150.0,Bajaj
2445,80000.0,Chakan,2400.0,1.0,4.0,150.0,Bajaj
2446,32000.0,Gurdaspur,35000.0,1.0,7.0,125.0,Honda
2447,65000.0,Ghaziabad,15000.0,1.0,5.0,180.0,TVS
2448,73500.0,Ahmedabad,62000.0,1.0,9.0,350.0,Royal Enfield
2449,43100.0,Delhi,20000.0,1.0,7.0,150.0,Yamaha
2450,106700.0,Delhi,14500.0,1.0,7.0,350.0,Royal Enfield
2451,105800.0,Bangalore,27000.0,1.0,6.0,350.0,Royal Enfield
2452,35000.0,Jaipur,23430.0,1.0,7.0,100.0,Hero
2453,125000.0,Idukki,27000.0,1.0,7.0,500.0,Royal Enfield
2454,65000.0,Pune,26000.0,1.0,7.0,150.0,Bajaj
2455,120000.0,Bangalore,18300.0,1.0,7.0,350.0,Royal Enfield
2456,90000.0,Bangalore,610.0,1.0,3.0,150.0,Suzuki
2457,107300.0,Pune,16000.0,1.0,9.0,500.0,Royal Enfield
2458,57000.0,Shivpuri,7000.0,1.0,4.0,125.0,Hero
2459,19900.0,Delhi,28300.0,1.0,15.0,223.0,Hero
2460,140000.0,Ghaziabad,640.0,1.0,4.0,200.0,Bajaj
2461,58000.0,Arkalgud,20222.0,1.0,5.0,150.0,Bajaj
2462,21000.0,Ahmedabad,54105.0,1.0,9.0,110.0,Honda
2463,125000.0,Pune,10300.0,1.0,4.0,350.0,Royal Enfield
2464,55000.0,Kolkata,89000.0,1.0,5.0,160.0,Honda
2465,140000.0,Ernakulam,10000.0,1.0,3.0,500.0,Royal Enfield
2466,101700.0,Gurgaon,20600.0,1.0,6.0,350.0,Royal Enfield
2467,90000.0,Bangalore,5000.0,1.0,4.0,200.0,TVS
2468,40000.0,Ghaziabad,14526.0,1.0,10.0,150.0,Yamaha
2469,50000.0,Mumbai,39037.0,1.0,5.0,150.0,Bajaj
2470,110000.0,Thane,11149.0,1.0,3.0,250.0,Yamaha
2471,110000.0,Bangalore,17200.0,1.0,6.0,350.0,Royal Enfield
2472,32500.0,Bangalore,42500.0,1.0,12.0,150.0,Yamaha
2473,110000.0,Bidar,22400.0,1.0,6.0,350.0,Royal Enfield
2474,35000.0,Rupnagar,11000.0,1.0,4.0,150.0,Bajaj
2475,46400.0,Indore,9500.0,1.0,3.0,125.0,Bajaj
2476,84200.0,Delhi,21000.0,1.0,7.0,350.0,Royal Enfield
2477,150000.0,Hyderabad,35595.0,1.0,3.0,500.0,Royal Enfield
2478,18800.0,Delhi,46000.0,1.0,12.0,135.0,Bajaj
2479,47167.0,Delhi,4664.0,1.0,2.0,100.0,Hero
2480,120000.0,Mumbai,10500.0,1.0,6.0,200.0,KTM
2481,110000.0,Karnal,14000.0,1.0,5.0,350.0,Royal Enfield
2482,87000.0,Bangalore,15334.0,1.0,6.0,200.0,Bajaj
2483,31100.0,Kolhapur,11500.0,2.0,9.0,220.0,Bajaj
2484,40000.0,Chennai,7500.0,1.0,5.0,110.0,TVS
2485,40000.0,Bangalore,26500.0,1.0,9.0,150.0,Yamaha
2486,132100.0,Chennai,29000.0,1.0,5.0,500.0,Royal Enfield
2487,200000.0,Pune,3594.0,1.0,3.0,310.0,TVS
2488,190000.0,Pune,4136.0,1.0,3.0,310.0,TVS
2489,110000.0,Bhubaneshwar,25000.0,1.0,4.0,400.0,Bajaj
2490,35000.0,Delhi,22000.0,1.0,8.0,150.0,Yamaha
2491,40000.0,Gurgaon,5080.0,1.0,4.0,110.0,Honda
2492,80000.0,Pune,16296.0,1.0,5.0,220.0,Bajaj
2493,27800.0,Ahmedabad,35552.0,1.0,4.0,110.0,TVS
2494,39900.0,Bangalore,15000.0,1.0,3.0,100.0,TVS
2495,55500.0,Gautam Buddha Nagar,17729.0,1.0,4.0,125.0,Hero
2496,90000.0,Ghaziabad,14000.0,1.0,7.0,250.0,Honda
2497,65000.0,Ghaziabad,2780.0,1.0,2.0,110.0,Honda
2498,55000.0,Jodhpur,25000.0,,8.0,150.0,Honda
2499,125000.0,Gautam Buddha Nagar,21057.0,2.0,5.0,500.0,Royal Enfield
2500,38000.0,Patiala,14000.0,1.0,8.0,150.0,Honda
2501,20000.0,Delhi,41781.0,1.0,9.0,100.0,Bajaj
2502,59000.0,Delhi,18083.0,1.0,5.0,220.0,Bajaj
2503,15000.0,Ahmedabad,78000.0,1.0,13.0,100.0,Hero
2504,38700.0,Delhi,35500.0,1.0,7.0,150.0,Suzuki
2505,105000.0,Deoghar,9000.0,1.0,4.0,150.0,Yamaha
2506,42400.0,Chennai,17000.0,1.0,5.0,125.0,Honda
2507,37000.0,Delhi,53500.0,1.0,8.0,150.0,Yamaha
2508,35000.0,Delhi,15200.0,1.0,10.0,220.0,Bajaj
2509,20000.0,Delhi,49500.0,1.0,8.0,125.0,Bajaj
2510,21200.0,Kanchipuram,25000.0,1.0,10.0,150.0,Yamaha
2511,25000.0,Amritsar,32000.0,1.0,7.0,100.0,Bajaj
2512,65000.0,Mumbai,22000.0,1.0,8.0,150.0,Yamaha
2513,24000.0,Delhi,16000.0,1.0,8.0,125.0,Honda
2514,52000.0,Chandigarh,6000.0,1.0,5.0,150.0,Hero
2515,38000.0,Bhopal,36000.0,1.0,5.0,110.0,TVS
2516,160000.0,Delhi,7965.0,1.0,6.0,390.0,KTM
2517,95000.0,Faridabad,16250.0,1.0,7.0,350.0,Royal Enfield
2518,32500.0,Delhi,12045.0,1.0,5.0,100.0,Hero
2519,109400.0,Delhi,22550.0,1.0,6.0,350.0,Royal Enfield
2520,100000.0,Chennai,22000.0,1.0,7.0,500.0,Royal Enfield
2521,34000.0,Jaipur,39000.0,1.0,9.0,150.0,Yamaha
2522,260000.0,Vapi,1500.0,1.0,2.0,390.0,KTM
2523,103700.0,Guwahati,26125.0,1.0,6.0,350.0,Royal Enfield
2524,90000.0,Navsari,24072.0,1.0,5.0,200.0,KTM
2525,30000.0,Ghaziabad,13452.0,1.0,8.0,100.0,Hero
2526,550000.0,Gautam Buddha Nagar,11455.0,1.0,6.0,883.0,Harley-Davidson
2527,30000.0,Bangalore,49000.0,1.0,11.0,150.0,Honda
2528,115000.0,Thane,7247.0,2.0,6.0,535.0,Royal Enfield
2529,51000.0,Medak,24000.0,1.0,4.0,150.0,Yamaha
2530,80000.0,Delhi,11004.0,1.0,7.0,250.0,Honda
2531,105000.0,Chennai,26000.0,1.0,5.0,350.0,Royal Enfield
2532,138000.0,Kasargode,6500.0,1.0,3.0,350.0,Royal Enfield
2533,136424.0,Dhanbad,16000.0,1.0,3.0,350.0,Royal Enfield
2534,172000.0,Howrah,50926.0,1.0,6.0,390.0,KTM
2535,107000.0,Delhi,9100.0,1.0,5.0,200.0,Bajaj
2536,110000.0,Guwahati,24500.0,1.0,5.0,500.0,Royal Enfield
2537,115000.0,Ahmedabad,21651.0,1.0,9.0,500.0,Royal Enfield
2538,32000.0,Delhi,35984.0,1.0,8.0,100.0,Hero
2539,140000.0,Delhi,23444.0,1.0,4.0,500.0,Royal Enfield
2540,81865.0,Pune,36000.0,1.0,15.0,350.0,Royal Enfield
2541,135000.0,Thane,28969.0,1.0,5.0,500.0,Royal Enfield
2542,50000.0,Delhi,9718.0,1.0,5.0,150.0,Bajaj
2543,26800.0,Ghaziabad,37248.0,1.0,11.0,220.0,Bajaj
2544,153400.0,Vadodara,8600.0,1.0,5.0,500.0,Royal Enfield
2545,220500.0,Dakshina Kannada,10000.0,1.0,4.0,300.0,Benelli
2546,60000.0,Delhi,30591.0,2.0,8.0,350.0,Royal Enfield
2547,18500.0,Ganaur,30000.0,1.0,9.0,100.0,Hero
2548,50000.0,Delhi,32276.0,2.0,5.0,220.0,Bajaj
2549,35000.0,Kanchipuram,60000.0,1.0,7.0,220.0,Bajaj
2550,130000.0,Faridabad,11191.0,1.0,4.0,500.0,Royal Enfield
2551,36000.0,Gurgaon,9177.0,1.0,5.0,150.0,Bajaj
2552,75000.0,Ahmedabad,18096.0,1.0,5.0,220.0,Bajaj
2553,17000.0,Ahmedabad,47204.0,1.0,13.0,135.0,Bajaj
2554,123800.0,Jamalpur,2600.0,1.0,4.0,350.0,Royal Enfield
2555,99650.0,Chennai,27235.0,1.0,4.0,350.0,Royal Enfield
2556,94000.0,Mumbai,13779.0,1.0,6.0,500.0,Royal Enfield
2557,70000.0,Bangalore,16575.0,1.0,4.0,160.0,TVS
2558,62000.0,Bangalore,17547.0,1.0,4.0,220.0,Bajaj
2559,22000.0,Gurgaon,58706.0,1.0,8.0,180.0,Bajaj
2560,105000.0,Kanchipuram,1800.0,1.0,2.0,150.0,Yamaha
2561,47000.0,Gurgaon,16873.0,1.0,5.0,150.0,Bajaj
2562,34000.0,Ghaziabad,40976.0,1.0,5.0,150.0,Bajaj
2563,88000.0,Bangalore,610.0,1.0,4.0,220.0,Bajaj
2564,13200.0,Delhi,37000.0,1.0,13.0,125.0,Honda
2565,100000.0,Bangalore,25555.0,2.0,5.0,350.0,Royal Enfield
2566,100000.0,Bangalore,39645.0,1.0,6.0,350.0,Royal Enfield
2567,15500.0,Delhi,61841.0,1.0,10.0,150.0,Yamaha
2568,135000.0,Delhi,15559.0,1.0,3.0,350.0,Royal Enfield
2569,21000.0,Amraoti,25000.0,1.0,8.0,125.0,Bajaj
2570,39000.0,Kanchipuram,25600.0,2.0,7.0,220.0,Bajaj
2571,22000.0,Gautam Buddha Nagar,44496.0,1.0,11.0,150.0,Bajaj
2572,110000.0,Pune,16000.0,2.0,5.0,200.0,Bajaj
2573,55000.0,Delhi,42585.0,1.0,5.0,220.0,Bajaj
2574,62000.0,Delhi,23185.0,1.0,4.0,160.0,TVS
2575,26000.0,Delhi,23188.0,1.0,6.0,110.0,Honda
2576,150000.0,Hyderabad,3208.0,1.0,4.0,350.0,Royal Enfield
2577,50000.0,Delhi,11047.0,1.0,3.0,110.0,Honda
2578,11000.0,Bangalore,51805.0,1.0,15.0,125.0,Bajaj
2579,40300.0,Mangalore,26000.0,1.0,6.0,150.0,Yamaha
2580,48000.0,Gautam Buddha Nagar,5233.0,1.0,5.0,150.0,Bajaj
2581,185000.0,Delhi,1400.0,1.0,5.0,390.0,KTM
2582,13000.0,Ahmedabad,70142.0,1.0,10.0,100.0,Bajaj
2583,35000.0,Deolali,14000.0,1.0,8.0,220.0,Bajaj
2584,49999.0,Delhi,20000.0,2.0,6.0,180.0,TVS
